plot,genre
A cursed knight can only speak in riddles and must find a way to break his curse before the annual tournament that will determine the kingdom's fate. One wrong move means death.,Fantasy
"A soldier wakes up repeatedly in the same battle, each time retaining one more minute of memory, trying to find the moment everything went wrong.",Sci-Fi
"Three childhood friends embark on a cross-country road trip to fulfill a dead friend's bucket list, discovering themselves along the way. The consequences are irreversible.",Adventure
"A language scholar deciphers a tongue that turns out to be the native language of reality itself, with catastrophic consequences. Secrets have a way of surfacing.",Fantasy
An orphan boy stows away on a merchant ship and winds up in the middle of a war between two rival island kingdoms. The real enemy is closer than anyone thinks.,Adventure
A quantum physicist develops a machine that can read the past but discovers that observing events changes them retroactively. Loyalties are tested.,Sci-Fi
"A wandering bard collects fragments of a shattered prophecy across twelve kingdoms, each piece more dangerous than the last. The real enemy is closer than anyone thinks.",Fantasy
"A young sailor races alone across the Pacific Ocean, battling storms, equipment failures, and his own self-doubt. Secrets have a way of surfacing.",Adventure
A celebrated war correspondent returns home with PTSD and struggles to reconnect with her teenage daughter. Secrets have a way of surfacing.,Drama
An expedition team races rival treasure hunters to the wreck of a legendary 18th-century treasure ship. The truth changes everything.,Adventure
"When a small town elects a golden retriever as its mayor, a city journalist is sent to cover the story and never wants to leave. The consequences are irreversible.",Comedy
"An alchemist discovers the formula for immortality but learns it must be powered by stolen life force, forcing a moral reckoning. The truth changes everything.",Fantasy
A sleep paralysis demon that has tormented a woman for years finally crosses into the physical world.,Horror
A celebrated war correspondent returns home with PTSD and struggles to reconnect with her teenage daughter. There is no going back.,Drama
"A family moves to a remote lighthouse where the previous keeper disappeared under mysterious circumstances, and strange things begin the first night. The truth changes everything.",Horror
A farm girl's everyday chores turn out to be part of an ancient ritual that keeps a sleeping monster dormant. Every choice has a cost.,Fantasy
